Scenario,Region,Battery_cost_Region,Battery_cost_Measure,Year,Battery_cost,Sales,Total_cost
Carbon Neutral,Northeast Asia,USA,Min,2027,7768.711781322196,2192583.0000000005,17033545383.626768
Carbon Neutral,Northeast Asia,USA,Min,2028,7302.131209572954,2902510.0,21194508857.09759
Carbon Neutral,Northeast Asia,USA,Min,2029,6834.272334887412,3313193.0,22643263260.04263
Carbon Neutral,Northeast Asia,USA,Min,2030,6367.691763138169,3433153.0,21861260079.693092
Carbon Neutral,Northeast Asia,USA,Min,2031,6282.847318929347,3382131.0000000005,21249412685.617836
Carbon Neutral,Northeast Asia,USA,Min,2032,6198.002874720524,3261995.0,20217854387.32398
Carbon Neutral,Northeast Asia,USA,Min,2033,6112.925979979623,3130192.999999999,19134638112.050346
Carbon Neutral,Northeast Asia,USA,Min,2034,6028.081535770801,3018325.0,18194709201.4554
Carbon Neutral,Northeast Asia,USA,Min,2035,5943.237091561978,2935001.0000000005,17443406806.971497
Carbon Neutral,Northeast Asia,USA,Min,2036,5858.392647353156,2880018.000000001,16872276275.444746
Carbon Neutral,Northeast Asia,USA,Min,2037,5773.315752612254,2675041.0,15443856344.183636
Carbon Neutral,Northeast Asia,USA,Min,2038,5688.471308403431,2492038.9999999977,14175892350.922363
Carbon Neutral,Northeast Asia,USA,Min,2039,5603.626864194609,2328523.0000000005,13048174036.695026
Carbon Neutral,Northeast Asia,USA,Min,2040,5518.782419985786,2182370.0000000023,12044025189.904392
Carbon Neutral,Northeast Asia,USA,Min,2041,5433.7055252448845,2051700.0000000002,11148333626.14493
Carbon Neutral,Northeast Asia,USA,Min,2042,5348.861081036062,1934815.9999999993,10349062001.365866
Carbon Neutral,Northeast Asia,USA,Min,2043,5264.016636827239,1833868.9999999974,9653516925.761719
Carbon Neutral,Northeast Asia,USA,Min,2044,5179.172192618417,1746867.9999999995,9047330169.774946
Carbon Neutral,Northeast Asia,USA,Min,2045,5094.095297877516,1669110.9999999981,8502610496.735629
Carbon Neutral,Northeast Asia,USA,Min,2046,5009.250853668693,1599488.0000000016,8012236629.432838
Carbon Neutral,Northeast Asia,USA,Min,2047,4924.406409459871,1536999.999999999,7568812651.339817
Carbon Neutral,Northeast Asia,USA,Min,2048,4839.561965251049,1480756.0000000014,7166210417.417288
Carbon Neutral,Northeast Asia,USA,Min,2049,4754.485070510147,1429960.9999999965,6798728225.911744
Carbon Neutral,Northeast Asia,USA,Min,2050,4669.640626301324,1383896.0000000016,6462296984.175904
Carbon Neutral,Northeast Asia,World,Max,2018,8440.314438555162,145683.0,1229610328.3520317
Carbon Neutral,Northeast Asia,World,Max,2019,8440.314438555162,145683.0,1229610328.3520317
Carbon Neutral,Northeast Asia,World,Max,2020,8440.314438555162,139619.0,1178428261.5966332
Carbon Neutral,Northeast Asia,World,Max,2021,8085.687520347013,143378.9999999998,1159317790.9798326
Carbon Neutral,Northeast Asia,World,Max,2022,7732.029528144896,164553.9999999999,1272336386.9743547
Carbon Neutral,Northeast Asia,World,Max,2023,7378.371535942781,227372.9999999998,1677642471.2419162
Carbon Neutral,Northeast Asia,World,Max,2024,7024.713543740664,403784.0,2836466933.54578
Carbon Neutral,Northeast Asia,World,Max,2025,6670.0866255325145,782809.0,5221403841.246482
Carbon Neutral,Northeast Asia,World,Max,2026,6316.428633330399,1380417.0,8719305464.73605
Carbon Neutral,Northeast Asia,World,Max,2027,5962.7706411282825,2192583.0000000005,13073869540.636976
Carbon Neutral,Northeast Asia,World,Max,2028,5609.112648926166,2902510.0,16280505554.634687
Carbon Neutral,Northeast Asia,World,Max,2029,5254.485730718017,3313193.0,17409125341.614822
Carbon Neutral,Northeast Asia,World,Max,2030,4900.827738515901,3433153.0,16825291452.96908
Carbon Neutral,Northeast Asia,World,Max,2031,4873.619553489537,3382131.0000000005,16483219774.063122
Carbon Neutral,Northeast Asia,World,Max,2032,4846.411368463173,3261995.0,15808969651.870028
Carbon Neutral,Northeast Asia,World,Max,2033,4819.128640464134,3130192.999999999,15084802736.480343
Carbon Neutral,Northeast Asia,World,Max,2034,4791.920455437769,3018325.0,14463573308.659204
Carbon Neutral,Northeast Asia,World,Max,2035,4764.712270411405,2935001.0000000005,13984435278.369747
Carbon Neutral,Northeast Asia,World,Max,2036,4737.504085385041,2880018.000000001,13644097040.982462
Carbon Neutral,Northeast Asia,World,Max,2037,4710.221357386003,2675041.0,12600035250.08321
Carbon Neutral,Northeast Asia,World,Max,2038,4683.013172359639,2492038.9999999977,11670251463.03393
Carbon Neutral,Northeast Asia,World,Max,2039,4655.804987333275,2328523.0000000005,10841148996.520243
Carbon Neutral,Northeast Asia,World,Max,2040,4628.596802306911,2182370.0000000023,10101310803.450542
Carbon Neutral,Northeast Asia,World,Max,2041,4601.314074307871,2051700.0000000002,9440516086.25746
Carbon Neutral,Northeast Asia,World,Max,2042,4574.105889281507,1934815.9999999993,8850053260.276085
Carbon Neutral,Northeast Asia,World,Max,2043,4546.897704255143,1833868.9999999974,8338414746.004663
Carbon Neutral,Northeast Asia,World,Max,2044,4519.689519228779,1746867.9999999995,7895300991.076138
Carbon Neutral,Northeast Asia,World,Max,2045,4492.4067912297405,1669110.9999999981,7498325591.716255
Carbon Neutral,Northeast Asia,World,Max,2046,4465.198606203377,1599488.0000000016,7142031588.239035
Carbon Neutral,Northeast Asia,World,Max,2047,4437.990421177012,1536999.999999999,6821191277.349064
Carbon Neutral,Northeast Asia,World,Max,2048,4410.782236150648,1480756.0000000014,6531292260.873493
Carbon Neutral,Northeast Asia,World,Max,2049,4383.499508151609,1429960.9999999965,6268233340.175967
Carbon Neutral,Northeast Asia,World,Max,2050,4356.291323125245,1383896.0000000016,6028654136.907741
Carbon Neutral,Northeast Asia,World,Min,2018,7078.973400078524,145683.0,1031286081.8436396
Carbon Neutral,Northeast Asia,World,Min,2019,7078.973400078524,145683.0,1031286081.8436396
Carbon Neutral,Northeast Asia,World,Min,2020,7078.973400078524,139619.0,988359187.1455634
Carbon Neutral,Northeast Asia,World,Min,2021,6778.904469287013,143378.9999999998,971952543.9019012
Carbon Neutral,Northeast Asia,World,Min,2022,6479.655398962145,164553.9999999999,1066253214.5208162
Carbon Neutral,Northeast Asia,World,Min,2023,6180.4063286372775,227372.9999999998,1405257528.1612422
Carbon Neutral,Northeast Asia,World,Min,2024,5881.15725831241,403784.0,2374717202.390418
Carbon Neutral,Northeast Asia,World,Min,2025,5581.088327520899,782809.0,4368926172.578308
Carbon Neutral,Northeast Asia,World,Min,2026,5281.839257196031,1380417.0,7291140701.900773
Carbon Neutral,Northeast Asia,World,Min,2027,4982.590186871164,2192583.0000000005,10924742539.70054
Carbon Neutral,Northeast Asia,World,Min,2028,4683.341116546297,2902510.0,13593444424.18679
Carbon Neutral,Northeast Asia,World,Min,2029,4383.272185754785,3313193.0,14522626722.937454
Carbon Neutral,Northeast Asia,World,Min,2030,4084.023115429917,3433153.0,14021076210.807566
Carbon Neutral,Northeast Asia,World,Min,2031,4029.606745377189,3382131.0000000005,13628657891.349298
Carbon Neutral,Northeast Asia,World,Min,2032,3975.190375324461,3261995.0,12967051128.356518
Carbon Neutral,Northeast Asia,World,Min,2033,3920.624919326383,3130192.999999999,12272312678.101006
Carbon Neutral,Northeast Asia,World,Min,2034,3866.208549273655,3018325.0,11669473919.486404
Carbon Neutral,Northeast Asia,World,Min,2035,3811.792179220927,2935001.0000000005,11187613857.805601
Carbon Neutral,Northeast Asia,World,Min,2036,3757.375809168199,2880018.000000001,10821309963.168982
Carbon Neutral,Northeast Asia,World,Min,2037,3702.810353170121,2675041.0,9905169509.954554
Carbon Neutral,Northeast Asia,World,Min,2038,3648.393983117393,2492038.9999999977,9091940093.293877
Carbon Neutral,Northeast Asia,World,Min,2039,3593.9776130646646,2328523.0000000005,8368659533.506174
Carbon Neutral,Northeast Asia,World,Min,2040,3539.5612430119368,2182370.0000000023,7724632269.911968
Carbon Neutral,Northeast Asia,World,Min,2041,3484.9957870138587,2051700.0000000002,7150165856.216335
Carbon Neutral,Northeast Asia,World,Min,2042,3430.5794169611304,1934815.9999999993,6637539945.207064
Carbon Neutral,Northeast Asia,World,Min,2043,3376.1630469084025,1833868.9999999974,6191440750.670856
Carbon Neutral,Northeast Asia,World,Min,2044,3321.746676855674,1746867.9999999995,5802652973.905517
Carbon Neutral,Northeast Asia,World,Min,2045,3267.1812208575966,1669110.9999999981,5453288114.726838
Carbon Neutral,Northeast Asia,World,Min,2046,3212.7648508048683,1599488.0000000016,5138778825.684183
Carbon Neutral,Northeast Asia,World,Min,2047,3158.3484807521404,1536999.999999999,4854381614.916038
Carbon Neutral,Northeast Asia,World,Min,2048,3103.932110699412,1480756.0000000014,4596166096.510822
Carbon Neutral,Northeast Asia,World,Min,2049,3049.3666547013345,1429960.9999999965,4360475390.923364
Carbon Neutral,Northeast Asia,World,Min,2050,2994.950284648606,1383896.0000000016,4144699719.124072
Carbon Neutral,Oceania,China,Max,2018,5946.805951935694,31158.999999999898,185296526.6563637
Carbon Neutral,Oceania,China,Max,2019,5946.805951935694,31158.999999999898,185296526.6563637
Carbon Neutral,Oceania,China,Max,2020,5946.805951935694,28207.0,167741555.48625013
Carbon Neutral,Oceania,China,Max,2021,5696.945892423759,28341.0,161457143.53718174
Carbon Neutral,Oceania,China,Max,2022,5447.768510670054,31330.999999999804,170684035.20780239
Carbon Neutral,Oceania,China,Max,2023,5198.591128916349,35556.9999999999,184846304.77087808
Carbon Neutral,Oceania,China,Max,2024,4949.413747162643,65532.0,324344981.6790623
Carbon Neutral,Oceania,China,Max,2025,4699.5536876507085,125123.0,588022256.0599196
Carbon Neutral,Oceania,China,Max,2026,4450.376305897003,218791.99999999988,973706732.7198164
Carbon Neutral,Oceania,China,Max,2027,4201.198924143297,359599.0,1510746931.9230053
Carbon Neutral,Oceania,China,Max,2028,3952.021542389592,496781.9999999998,1963293165.8713856
Carbon Neutral,Oceania,China,Max,2029,3702.161482877657,589672.0,2183060965.9314337
Carbon Neutral,Oceania,China,Max,2030,3452.9841011239514,631352.9999999998,2180051871.1969094
Carbon Neutral,Oceania,China,Max,2031,3433.813986333317,624271.9999999999,2143633924.8762722
Carbon Neutral,Oceania,China,Max,2032,3414.643871542683,630977.0000000001,2154561746.1343875
Carbon Neutral,Oceania,China,Max,2033,3395.421235889609,601618.9999999998,2042749928.51467
Carbon Neutral,Oceania,China,Max,2034,3376.251121098974,610727.0000000002,2061967718.4354138
Carbon Neutral,Oceania,China,Max,2035,3357.0810063083404,606153.9999999992,2034908080.297823
Carbon Neutral,Oceania,China,Max,2036,3337.9108915177067,606423.0000000002,2024185936.566843
Carbon Neutral,Oceania,China,Max,2037,3318.688255864632,582804.0000000002,1934144790.270932
Carbon Neutral,Oceania,China,Max,2038,3299.518141073998,562092.9999999993,1854636050.470704
Carbon Neutral,Oceania,China,Max,2039,3280.348026283364,518106.99999999977,1699571274.8535943
Carbon Neutral,Oceania,China,Max,2040,3261.17791149273,528022.9999999998,1721976944.360125
Carbon Neutral,Oceania,China,Max,2041,3241.9552758396558,514132.99999999977,1666796191.833269
Carbon Neutral,Oceania,China,Max,2042,3222.7851610490216,502392.99999999977,1619104705.4149003
Carbon Neutral,Oceania,China,Max,2043,3203.615046258388,492206.0000000007,1576838547.4586582
Carbon Neutral,Oceania,China,Max,2044,3184.444931467753,483289.0000000007,1539007206.484121
Carbon Neutral,Oceania,China,Max,2045,3165.222295814679,475311.99999999953,1504468139.8682652
Carbon Neutral,Oceania,China,Max,2046,3146.052181024045,468921.9999999992,1475253080.8301547
Carbon Neutral,Oceania,China,Max,2047,3126.8820662334106,463705.0000000008,1449950848.522766
Carbon Neutral,Oceania,China,Max,2048,3107.7119514427764,456573.99999999953,1418900476.5180326
Carbon Neutral,Oceania,China,Max,2049,3088.4893157897022,452463.9999999995,1397430229.77947
Carbon Neutral,Oceania,China,Max,2050,3069.319200999068,446033.9999999992,1369020720.498416
Carbon Neutral,Oceania,China,Min,2018,4987.643701623485,31158.999999999898,155409990.09888566
Carbon Neutral,Oceania,China,Min,2019,4987.643701623485,31158.999999999898,155409990.09888566
Carbon Neutral,Oceania,China,Min,2020,4987.643701623485,28207.0,140686465.89169365
Carbon Neutral,Oceania,China,Min,2021,4776.2236512672325,28341.0,135362954.50056463
Carbon Neutral,Oceania,China,Min,2022,4565.381251321789,31330.999999999804,143037959.98516208
Carbon Neutral,Oceania,China,Min,2023,4354.538851376346,35556.9999999999,154834337.93838832
Carbon Neutral,Oceania,China,Min,2024,4143.696451430904,65532.0,271544715.85517
Carbon Neutral,Oceania,China,Min,2025,3932.276401074651,125123.0,492018220.13166356
Carbon Neutral,Oceania,China,Min,2026,3721.434001129208,218791.99999999988,814219987.9750612
Carbon Neutral,Oceania,China,Min,2027,3510.591601183765,359599.0,1262405229.1940806
Carbon Neutral,Oceania,China,Min,2028,3299.749201238322,496781.9999999998,1639256007.6895752
Carbon Neutral,Oceania,China,Min,2029,3088.3291508820694,589672.0,1821101227.0589314
Carbon Neutral,Oceania,China,Min,2030,2877.4867509366263,631352.9999999998,1816709892.6640913
Carbon Neutral,Oceania,China,Min,2031,2839.146521355358,624271.9999999999,1772399677.1795516
Carbon Neutral,Oceania,China,Min,2032,2800.80629177409,630977.0000000001,1767244351.5647402
Carbon Neutral,Oceania,China,Min,2033,2762.361020467941,601618.9999999998,1661888874.7729018
Carbon Neutral,Oceania,China,Min,2034,2724.020790886673,610727.0000000002,1663633045.5558455
Carbon Neutral,Oceania,China,Min,2035,2685.6805613054044,606153.9999999992,1627936014.9575138
Carbon Neutral,Oceania,China,Min,2036,2647.3403317241364,606423.0000000002,1605408065.9851468
Carbon Neutral,Oceania,China,Min,2037,2608.895060417988,582804.0000000002,1520474476.7918458
Carbon Neutral,Oceania,China,Min,2038,2570.5548308367192,562092.9999999993,1444890876.5295022
Carbon Neutral,Oceania,China,Min,2039,2532.2146012554517,518106.99999999977,1311958110.4126577
Carbon Neutral,Oceania,China,Min,2040,2493.874371674183,528022.9999999998,1316823027.3545165
Carbon Neutral,Oceania,China,Min,2041,2455.429100368034,514132.99999999977,1262417129.659518
Carbon Neutral,Oceania,China,Min,2042,2417.088870786766,502392.99999999977,1214328529.0611753
Carbon Neutral,Oceania,China,Min,2043,2378.7486412054977,492206.0000000007,1170834353.6931949
Carbon Neutral,Oceania,China,Min,2044,2340.4084116242293,483289.0000000007,1131093640.8454638
Carbon Neutral,Oceania,China,Min,2045,2301.963140318081,475311.99999999953,1094150704.1508665
Carbon Neutral,Oceania,China,Min,2046,2263.6229107368126,468921.9999999992,1061462582.5485258
Carbon Neutral,Oceania,China,Min,2047,2225.282681155544,463705.0000000008,1031874705.6652335
Carbon Neutral,Oceania,China,Min,2048,2186.942451574276,456573.99999999953,998501062.8850725
Carbon Neutral,Oceania,China,Min,2049,2148.4971802681275,452463.9999999995,972117628.1728369
Carbon Neutral,Oceania,China,Min,2050,2110.156950686859,446033.9999999992,941201745.3426608
Carbon Neutral,Oceania,USA,Max,2018,13159.89631048555,31158.999999999898,410049209.13841796
Carbon Neutral,Oceania,USA,Max,2019,13159.89631048555,31158.999999999898,410049209.13841796
Carbon Neutral,Oceania,USA,Max,2020,13159.89631048555,28207.0,371201195.2298659
Carbon Neutral,Oceania,USA,Max,2021,12606.972185857185,28341.0,357294198.7193785
Carbon Neutral,Oceania,USA,Max,2022,12055.558782880806,31330.999999999804,377712712.22643614
Carbon Neutral,Oceania,USA,Max,2023,11504.145379904428,35556.9999999999,409052897.2732606
Carbon Neutral,Oceania,USA,Max,2024,10952.73197692805,65532.0,717754431.9120489
Carbon Neutral,Oceania,USA,Max,2025,10399.807852299682,125123.0,1301255157.9032931
Carbon Neutral,Oceania,USA,Max,2026,9848.394449323305,218791.99999999988,2154749918.3563433
Carbon Neutral,Oceania,USA,Max,2027,9296.981046346926,359599.0,3343185087.2853084
Carbon Neutral,Oceania,USA,Max,2028,8745.567643370548,496781.9999999998,4344640585.008906
Carbon Neutral,Oceania,USA,Max,2029,8192.643518742181,589672.0,4830972488.983739
Carbon Neutral,Oceania,USA,Max,2030,7641.230115765803,631352.9999999998,4824313557.279085
Carbon Neutral,Oceania,USA,Max,2031,7598.807893661392,624271.9999999999,4743723001.391784
Carbon Neutral,Oceania,USA,Max,2032,7556.385671556981,630977.0000000001,4767905561.8820095
Carbon Neutral,Oceania,USA,Max,2033,7513.84722418653,601618.9999999998,4520473253.167874
Carbon Neutral,Oceania,USA,Max,2034,7471.425002082118,610727.0000000002,4563000977.246607
Carbon Neutral,Oceania,USA,Max,2035,7429.002779977707,606153.9999999992,4503119751.094601
Carbon Neutral,Oceania,USA,Max,2036,7386.580557873296,606423.0000000002,4479392341.6472
Carbon Neutral,Oceania,USA,Max,2037,7344.042110502845,582804.0000000002,4280137118.1695023
Carbon Neutral,Oceania,USA,Max,2038,7301.619888398434,562092.9999999993,4104189427.929536
Carbon Neutral,Oceania,USA,Max,2039,7259.197666294023,518106.99999999977,3761041125.290596
Carbon Neutral,Oceania,USA,Max,2040,7216.775444189611,528022.9999999998,3810623420.3673296
Carbon Neutral,Oceania,USA,Max,2041,7174.236996819161,514132.99999999977,3688511989.885624
Carbon Neutral,Oceania,USA,Max,2042,7131.81477471475,502392.99999999977,3582973820.1132655
Carbon Neutral,Oceania,USA,Max,2043,7089.3925526103385,492206.0000000007,3489441550.750129
Carbon Neutral,Oceania,USA,Max,2044,7046.970330505927,483289.0000000007,3405723244.0598845
