Year,Economy,Region,Scenario,Sales,Battery_cost_measure,Battery_cost,Total_cost,Battery_cost_Region,Battery_cost_Measure
2030,03_CDA,Other Americas,Carbon Neutral,570661.0000000001,USA_Max,7641.230115765803,4360552019.09303,USA,Max
2030,03_CDA,Other Americas,Reference,117192.9999999999,USA_Max,7641.230115765803,895498680.956941,USA,Max
2030,04_CHL,Other Americas,Carbon Neutral,303848.0,USA_Max,7641.230115765803,2321772488.2152076,USA,Max
2030,04_CHL,Other Americas,Reference,61621.0,USA_Max,7641.230115765803,470860240.96360457,USA,Max
2030,05_PRC,China,Carbon Neutral,9516036.999999996,USA_Max,7641.230115765803,72714228507.14163,USA,Max
2030,11_MEX,Other Americas,Carbon Neutral,1180298.0,USA_Max,7641.230115765803,9018928623.178146,USA,Max
2030,06_HKC,Northeast Asia,Carbon Neutral,30276.0,USA_Max,7641.230115765803,231345882.98492545,USA,Max
2030,05_PRC,China,Reference,2211942.999999998,USA_Max,7641.230115765803,16901965465.957344,USA,Max
2030,09_ROK,Northeast Asia,Reference,256638.9999999998,USA_Max,7641.230115765803,1961037655.6800184,USA,Max
2030,09_ROK,Northeast Asia,Carbon Neutral,963958.0,USA_Max,7641.230115765803,7365824899.933372,USA,Max
2030,08_JPN,Northeast Asia,Reference,184585.99999999988,USA_Max,7641.230115765803,1410464102.1487455,USA,Max
2030,10_MAS,Southeast Asia,Carbon Neutral,504771.00000000006,USA_Max,7641.230115765803,3857071366.7652206,USA,Max
2030,07_INA,Southeast Asia,Reference,33762.9999999999,USA_Max,7641.230115765803,257990852.39860004,USA,Max
2030,07_INA,Southeast Asia,Carbon Neutral,707338.9999999998,USA_Max,7641.230115765803,5404940068.855665,USA,Max
2030,06_HKC,Northeast Asia,Reference,3197.9999999999,USA_Max,7641.230115765803,24436653.910218272,USA,Max
2030,08_JPN,Northeast Asia,Carbon Neutral,2126772.0,USA_Max,7641.230115765803,16251154255.767467,USA,Max
2031,16_RUS,Russia,Carbon Neutral,1986123.0,USA_Max,7598.807893661392,15092167130.182446,USA,Max
2031,12_NZ,Oceania,Reference,29105.0,USA_Max,7598.807893661392,221163303.74501482,USA,Max
2031,13_PNG,Oceania,Carbon Neutral,3586.0,USA_Max,7598.807893661392,27249325.10666975,USA,Max
2031,13_PNG,Oceania,Reference,564.0,USA_Max,7598.807893661392,4285727.652025025,USA,Max
2031,14_PE,Other Americas,Reference,16032.000000000002,USA_Max,7598.807893661392,121824088.15117945,USA,Max
2031,15_RP,Southeast Asia,Carbon Neutral,47972.0,USA_Max,7598.807893661392,364530012.2747243,USA,Max
2031,15_RP,Southeast Asia,Reference,6329.0,USA_Max,7598.807893661392,48092855.15898295,USA,Max
2031,16_RUS,Russia,Reference,45271.0,USA_Max,7598.807893661392,344005632.15394485,USA,Max
2031,19_THA,Southeast Asia,Carbon Neutral,587834.0,USA_Max,7598.807893661392,4466837639.362551,USA,Max
2031,17_SIN,Southeast Asia,Reference,8393.9999999999,USA_Max,7598.807893661392,63784393.459392965,USA,Max
2031,18_CT,Northeast Asia,Carbon Neutral,313919.0,USA_Max,7598.807893661392,2385410175.1702905,USA,Max
2031,18_CT,Northeast Asia,Reference,72919.0,USA_Max,7598.807893661392,554097472.7978951,USA,Max
2031,12_NZ,Oceania,Carbon Neutral,142019.0,USA_Max,7598.807893661392,1079175098.2498972,USA,Max
2031,19_THA,Southeast Asia,Reference,79982.0,USA_Max,7598.807893661392,607767852.9508255,USA,Max
2031,20_USA,USA,Carbon Neutral,5404111.999999998,USA_Max,7598.807893661392,41064808923.83024,USA,Max
2031,20_USA,USA,Reference,1134147.0000000005,USA_Max,7598.807893661392,8618165176.17239,USA,Max
2031,21_VN,Southeast Asia,Carbon Neutral,196648.9999999999,USA_Max,7598.807893661392,1494297973.4806185,USA,Max
2031,21_VN,Southeast Asia,Reference,42308.999999999905,USA_Max,7598.807893661392,321497963.1729191,USA,Max
2031,17_SIN,Southeast Asia,Carbon Neutral,26199.0,USA_Max,7598.807893661392,199081168.00603482,USA,Max
2031,11_MEX,Other Americas,Reference,176257.00000000012,USA_Max,7598.807893661392,1339343082.9130769,USA,Max
2031,14_PE,Other Americas,Carbon Neutral,117085.0,USA_Max,7598.807893661392,889706422.2293441,USA,Max
2031,10_MAS,Southeast Asia,Reference,103665.9999999999,USA_Max,7598.807893661392,787738019.1043011,USA,Max
2031,01_AUS,Oceania,Carbon Neutral,478666.9999999999,USA_Max,7598.807893661392,3637298578.035217,USA,Max
2031,01_AUS,Oceania,Reference,60913.0,USA_Max,7598.807893661392,462866185.22659636,USA,Max
2031,02_BD,Southeast Asia,Carbon Neutral,9094.9999999999,USA_Max,7598.807893661392,69111157.7928496,USA,Max
2031,02_BD,Southeast Asia,Reference,1288.0,USA_Max,7598.807893661392,9787264.567035872,USA,Max
2031,03_CDA,Other Americas,Carbon Neutral,575384.9999999998,USA_Max,7598.807893661392,4372240079.894359,USA,Max
2031,03_CDA,Other Americas,Reference,115646.0,USA_Max,7598.807893661392,878771737.6703653,USA,Max
2031,04_CHL,Other Americas,Carbon Neutral,317485.9999999999,USA_Max,7598.807893661392,2412515122.92698,USA,Max
2031,04_CHL,Other Americas,Reference,61964.0,USA_Max,7598.807893661392,470852532.3228345,USA,Max
2031,05_PRC,China,Carbon Neutral,9276955.0,USA_Max,7598.807893661392,70493798883.14153,USA,Max
2031,11_MEX,Other Americas,Carbon Neutral,1212579.0,USA_Max,7598.807893661392,9214154876.888037,USA,Max
2031,06_HKC,Northeast Asia,Carbon Neutral,30711.999999999898,USA_Max,7598.807893661392,233374588.03012788,USA,Max
2031,06_HKC,Northeast Asia,Reference,3390.0,USA_Max,7598.807893661392,25759958.75951212,USA,Max
2031,07_INA,Southeast Asia,Carbon Neutral,732542.0,USA_Max,7598.807893661392,5566445932.038504,USA,Max
2031,07_INA,Southeast Asia,Reference,37569.0,USA_Max,7598.807893661392,285479613.75696486,USA,Max
2031,08_JPN,Northeast Asia,Carbon Neutral,2081369.0000000005,USA_Max,7598.807893661392,15815923186.82212,USA,Max
2031,08_JPN,Northeast Asia,Reference,168757.0000000002,USA_Max,7598.807893661392,1282352023.710617,USA,Max
2031,09_ROK,Northeast Asia,Carbon Neutral,956131.0,USA_Max,7598.807893661392,7265455790.17436,USA,Max
2031,09_ROK,Northeast Asia,Reference,250727.0000000001,USA_Max,7598.807893661392,1905226306.7540405,USA,Max
2031,10_MAS,Southeast Asia,Carbon Neutral,551297.0000000001,USA_Max,7598.807893661392,4189199995.3518453,USA,Max
2031,05_PRC,China,Reference,2369464.0000000005,USA_Max,7598.807893661392,18005101746.9465,USA,Max
2032,15_RP,Southeast Asia,Carbon Neutral,50192.9999999999,USA_Max,7556.385671556981,379277666.0124588,USA,Max
2032,14_PE,Other Americas,Reference,15666.9999999999,USA_Max,7556.385671556981,118385894.31628247,USA,Max
2032,14_PE,Other Americas,Carbon Neutral,118943.0,USA_Max,7556.385671556981,898779180.932002,USA,Max
2032,12_NZ,Oceania,Carbon Neutral,140722.0,USA_Max,7556.385671556981,1063349704.4728415,USA,Max
2032,13_PNG,Oceania,Carbon Neutral,3838.9999999999,USA_Max,7556.385671556981,29008964.593106493,USA,Max
2032,12_NZ,Oceania,Reference,27749.999999999898,USA_Max,7556.385671556981,209689702.38570544,USA,Max
2032,15_RP,Southeast Asia,Reference,6358.0,USA_Max,7556.385671556981,48043500.09975929,USA,Max
2032,13_PNG,Oceania,Reference,596.0,USA_Max,7556.385671556981,4503605.86024796,USA,Max
2032,16_RUS,Russia,Carbon Neutral,2072787.9999999993,USA_Max,7556.385671556981,15662785543.375246,USA,Max
2032,18_CT,Northeast Asia,Reference,70858.9999999999,USA_Max,7556.385671556981,535437932.30085534,USA,Max
2032,17_SIN,Southeast Asia,Carbon Neutral,27910.0,USA_Max,7556.385671556981,210898724.09315532,USA,Max
2032,17_SIN,Southeast Asia,Reference,9346.0,USA_Max,7556.385671556981,70621980.48637155,USA,Max
2032,18_CT,Northeast Asia,Carbon Neutral,312750.00000000006,USA_Max,7556.385671556981,2363259618.779446,USA,Max
2032,19_THA,Southeast Asia,Carbon Neutral,634058.0,USA_Max,7556.385671556981,4791186786.136076,USA,Max
2032,19_THA,Southeast Asia,Reference,84860.9999999999,USA_Max,7556.385671556981,641242444.4739962,USA,Max
2032,20_USA,USA,Carbon Neutral,5385532.999999999,USA_Max,7556.385671556981,40695164394.89728,USA,Max
2032,20_USA,USA,Reference,1082647.9999999988,USA_Max,7556.385671556981,8180905834.539813,USA,Max
2032,21_VN,Southeast Asia,Carbon Neutral,195492.0,USA_Max,7556.385671556981,1477212947.7040174,USA,Max
2032,11_MEX,Other Americas,Reference,156871.9999999999,USA_Max,7556.385671556981,1185385333.068486,USA,Max
2032,16_RUS,Russia,Reference,58282.0,USA_Max,7556.385671556981,440401269.70968395,USA,Max
2032,21_VN,Southeast Asia,Reference,41562.0,USA_Max,7556.385671556981,314058501.28125125,USA,Max
2032,11_MEX,Other Americas,Carbon Neutral,1102762.0000000002,USA_Max,7556.385671556981,8332894975.937521,USA,Max
2032,10_MAS,Southeast Asia,Carbon Neutral,517185.0,USA_Max,7556.385671556981,3908049323.544197,USA,Max
2032,01_AUS,Oceania,Carbon Neutral,486416.0000000002,USA_Max,7556.385671556981,3675546892.816062,USA,Max
2032,01_AUS,Oceania,Reference,62879.00000000001,USA_Max,7556.385671556981,475137974.64183146,USA,Max
2032,02_BD,Southeast Asia,Carbon Neutral,9238.0,USA_Max,7556.385671556981,69805890.8338434,USA,Max
2032,02_BD,Southeast Asia,Reference,1555.0,USA_Max,7556.385671556981,11750179.719271105,USA,Max
2032,03_CDA,Other Americas,Carbon Neutral,572160.0000000002,USA_Max,7556.385671556981,4323461625.838044,USA,Max
2032,03_CDA,Other Americas,Reference,111479.0,USA_Max,7556.385671556981,842378318.2795007,USA,Max
2032,04_CHL,Other Americas,Carbon Neutral,320465.0,USA_Max,7556.385671556981,2421557134.235508,USA,Max
2032,04_CHL,Other Americas,Reference,59836.9999999999,USA_Max,7556.385671556981,452151449.4289543,USA,Max
2032,05_PRC,China,Carbon Neutral,8929400.999999998,USA_Max,7556.385671556981,67473997771.986565,USA,Max
2032,10_MAS,Southeast Asia,Reference,94526.0,USA_Max,7556.385671556981,714274911.9895952,USA,Max
2032,06_HKC,Northeast Asia,Carbon Neutral,30514.0,USA_Max,7556.385671556981,230575552.38188973,USA,Max
2032,06_HKC,Northeast Asia,Reference,3929.0,USA_Max,7556.385671556981,29689039.30354738,USA,Max
2032,07_INA,Southeast Asia,Carbon Neutral,780873.0000000001,USA_Max,7556.385671556981,5900577548.505715,USA,Max
2032,07_INA,Southeast Asia,Reference,44991.0,USA_Max,7556.385671556981,339969347.7490201,USA,Max
2032,08_JPN,Northeast Asia,Carbon Neutral,1983924.0,USA_Max,7556.385671556981,14991294887.058012,USA,Max
2032,08_JPN,Northeast Asia,Reference,152501.0,USA_Max,7556.385671556981,1152356371.2981112,USA,Max
2032,09_ROK,Northeast Asia,Carbon Neutral,934807.0000000001,USA_Max,7556.385671556981,7063762220.471168,USA,Max
2032,09_ROK,Northeast Asia,Reference,238755.0,USA_Max,7556.385671556981,1804124861.012587,USA,Max
2032,05_PRC,China,Reference,2512357.999999999,USA_Max,7556.385671556981,18984345993.021545,USA,Max
2033,15_RP,Southeast Asia,Reference,5802.9999999999,USA_Max,7513.84722418653,43602855.44195368,USA,Max
2033,15_RP,Southeast Asia,Carbon Neutral,48688.0,USA_Max,7513.84722418653,365834193.6511938,USA,Max
2033,14_PE,Other Americas,Reference,14802.0,USA_Max,7513.84722418653,111219966.61240903,USA,Max
2033,12_NZ,Oceania,Reference,26243.0,USA_Max,7513.84722418653,197185892.7043271,USA,Max
2033,13_PNG,Oceania,Reference,595.9999999999,USA_Max,7513.84722418653,4478252.94561442,USA,Max
2033,13_PNG,Oceania,Carbon Neutral,3891.0,USA_Max,7513.84722418653,29236379.54930979,USA,Max
2033,16_RUS,Russia,Carbon Neutral,1900433.0000000012,USA_Max,7513.84722418653,14279563221.802488,USA,Max
2033,14_PE,Other Americas,Carbon Neutral,117439.99999999991,USA_Max,7513.84722418653,882426218.0084654,USA,Max
2033,16_RUS,Russia,Reference,65670.9999999999,USA_Max,7513.84722418653,493441861.05955285,USA,Max
2033,18_CT,Northeast Asia,Reference,65809.0,USA_Max,7513.84722418653,494478771.9764914,USA,Max
2033,17_SIN,Southeast Asia,Reference,10391.9999999999,USA_Max,7513.84722418653,78083900.35374567,USA,Max
2033,18_CT,Northeast Asia,Carbon Neutral,309575.99999999977,USA_Max,7513.84722418653,2326106768.2747674,USA,Max
2033,19_THA,Southeast Asia,Carbon Neutral,545658.0000000005,USA_Max,7513.84722418653,4099990848.655177,USA,Max
2033,19_THA,Southeast Asia,Reference,70389.0,USA_Max,7513.84722418653,528892192.26326567,USA,Max
2033,20_USA,USA,Carbon Neutral,5362355.000000001,USA_Max,7513.84722418653,40291916231.85277,USA,Max
2033,20_USA,USA,Reference,1022353.0000000007,USA_Max,7513.84722418653,7681804251.188777,USA,Max
2033,21_VN,Southeast Asia,Carbon Neutral,190768.0,USA_Max,7513.84722418653,1433401607.263616,USA,Max
2033,12_NZ,Oceania,Carbon Neutral,139798.0000000001,USA_Max,7513.84722418653,1050420814.2468292,USA,Max
2033,17_SIN,Southeast Asia,Carbon Neutral,29463.9999999999,USA_Max,7513.84722418653,221387994.6134312,USA,Max
2033,21_VN,Southeast Asia,Reference,40128.0,USA_Max,7513.84722418653,301515661.41215706,USA,Max
2033,11_MEX,Other Americas,Reference,164066.0,USA_Max,7513.84722418653,1232766858.6833873,USA,Max
2033,10_MAS,Southeast Asia,Reference,88640.0,USA_Max,7513.84722418653,666027417.951894,USA,Max
2033,11_MEX,Other Americas,Carbon Neutral,1196009.0,USA_Max,7513.84722418653,8986628904.752108,USA,Max
2033,01_AUS,Oceania,Carbon Neutral,457929.9999999997,USA_Max,7513.84722418653,3440816059.3717356,USA,Max
2033,01_AUS,Oceania,Reference,54850.9999999999,USA_Max,7513.84722418653,412142034.0938546,USA,Max
2033,02_BD,Southeast Asia,Carbon Neutral,9283.0,USA_Max,7513.84722418653,69751043.78212357,USA,Max
2033,02_BD,Southeast Asia,Reference,1863.9999999999,USA_Max,7513.84722418653,14005811.22588294,USA,Max
2033,03_CDA,Other Americas,Carbon Neutral,575175.9999999999,USA_Max,7513.84722418653,4321784591.018711,USA,Max
2033,04_CHL,Other Americas,Carbon Neutral,321991.00000000006,USA_Max,7513.84722418653,2419391181.5630455,USA,Max
2033,04_CHL,Other Americas,Reference,56852.9999999999,USA_Max,7513.84722418653,427184756.23667604,USA,Max
2033,05_PRC,China,Carbon Neutral,8582177.999999998,USA_Max,7513.84722418653,64485174342.7747,USA,Max
2033,03_CDA,Other Americas,Reference,106501.9999999999,USA_Max,7513.84722418653,800239757.0703131,USA,Max
2033,06_HKC,Northeast Asia,Carbon Neutral,30282.0,USA_Max,7513.84722418653,227534321.6428165,USA,Max
2033,05_PRC,China,Reference,2635897.999999997,USA_Max,7513.84722418653,19805734870.538807,USA,Max
2033,09_ROK,Northeast Asia,Reference,224720.0,USA_Max,7513.84722418653,1688511748.219197,USA,Max
2033,09_ROK,Northeast Asia,Carbon Neutral,912269.0000000002,USA_Max,7513.84722418653,6854649893.3614235,USA,Max
2033,08_JPN,Northeast Asia,Reference,137138.9999999999,USA_Max,7513.84722418653,1030441494.4777158,USA,Max
2033,10_MAS,Southeast Asia,Carbon Neutral,499369.9999999998,USA_Max,7513.84722418653,3752189888.342026,USA,Max
2033,07_INA,Southeast Asia,Reference,50398.999999999905,USA_Max,7513.84722418653,378690386.2517762,USA,Max
2033,07_INA,Southeast Asia,Carbon Neutral,776707.0,USA_Max,7513.84722418653,5836057735.956247,USA,Max
2033,06_HKC,Northeast Asia,Reference,4336.0,USA_Max,7513.84722418653,32580041.564072795,USA,Max
2033,08_JPN,Northeast Asia,Carbon Neutral,1878065.9999999988,USA_Max,7513.84722418653,14111501000.93909,USA,Max
2034,16_RUS,Russia,Carbon Neutral,1841918.0,USA_Max,7471.425002082118,13761752196.98509,USA,Max
2034,12_NZ,Oceania,Reference,24781.9999999999,USA_Max,7471.425002082118,185156854.40159833,USA,Max
2034,13_PNG,Oceania,Carbon Neutral,3946.9999999999004,USA_Max,7471.425002082118,29489714.483217377,USA,Max
2034,13_PNG,Oceania,Reference,593.9999999999,USA_Max,7471.425002082118,4438026.451236031,USA,Max
2034,14_PE,Other Americas,Carbon Neutral,118923.0,USA_Max,7471.425002082118,888524275.5226117,USA,Max
2034,14_PE,Other Americas,Reference,14290.9999999999,USA_Max,7471.425002082118,106774134.7047548,USA,Max
2034,15_RP,Southeast Asia,Carbon Neutral,50464.9999999999,USA_Max,7471.425002082118,377045462.73007333,USA,Max
2034,15_RP,Southeast Asia,Reference,5757.0,USA_Max,7471.425002082118,43012993.73698676,USA,Max
2034,16_RUS,Russia,Reference,79187.0,USA_Max,7471.425002082118,591639731.6398767,USA,Max
2034,12_NZ,Oceania,Carbon Neutral,140004.0,USA_Max,7471.425002082118,1046029385.9915049,USA,Max
2034,17_SIN,Southeast Asia,Reference,11632.9999999999,USA_Max,7471.425002082118,86915087.04922053,USA,Max
2034,18_CT,Northeast Asia,Carbon Neutral,309879.0,USA_Max,7471.425002082118,2315237708.220205,USA,Max
2034,18_CT,Northeast Asia,Reference,61370.0,USA_Max,7471.425002082118,458521352.3777796,USA,Max
2034,19_THA,Southeast Asia,Carbon Neutral,589100.9999999994,USA_Max,7471.425002082118,4401423940.151573,USA,Max
2034,19_THA,Southeast Asia,Reference,74527.9999999999,USA_Max,7471.425002082118,556830362.5551753,USA,Max
2034,20_USA,USA,Carbon Neutral,5373578.999999999,USA_Max,7471.425002082118,40148292491.26342,USA,Max
2034,20_USA,USA,Reference,962365.0,USA_Max,7471.425002082118,7190237922.128757,USA,Max
2034,21_VN,Southeast Asia,Carbon Neutral,185097.9999999999,USA_Max,7471.425002082118,1382945825.0353954,USA,Max
2034,21_VN,Southeast Asia,Reference,38495.9999999999,USA_Max,7471.425002082118,287619976.88015246,USA,Max
2034,17_SIN,Southeast Asia,Carbon Neutral,30899.999999999898,USA_Max,7471.425002082118,230867032.5643367,USA,Max
2034,11_MEX,Other Americas,Reference,156981.0,USA_Max,7471.425002082118,1172871768.251853,USA,Max
2034,11_MEX,Other Americas,Carbon Neutral,1184055.999999999,USA_Max,7471.425002082118,8846585602.265337,USA,Max
2034,10_MAS,Southeast Asia,Reference,82501.9999999999,USA_Max,7471.425002082118,616407505.5217781,USA,Max
2034,01_AUS,Oceania,Carbon Neutral,466776.0000000003,USA_Max,7471.425002082118,3487481876.771885,USA,Max
2034,01_AUS,Oceania,Reference,56522.9999999999,USA_Max,7471.425002082118,422307355.3926868,USA,Max
2034,02_BD,Southeast Asia,Carbon Neutral,9329.9999999999,USA_Max,7471.425002082118,69708395.26942542,USA,Max
2034,02_BD,Southeast Asia,Reference,2222.0,USA_Max,7471.425002082118,16601506.354626467,USA,Max
2034,03_CDA,Other Americas,Carbon Neutral,582493.9999999997,USA_Max,7471.425002082118,4352060235.162819,USA,Max
2034,04_CHL,Other Americas,Carbon Neutral,326260.9999999999,USA_Max,7471.425002082118,2437634592.604313,USA,Max
2034,04_CHL,Other Americas,Reference,53903.0,USA_Max,7471.425002082118,402732221.8872324,USA,Max
2034,05_PRC,China,Carbon Neutral,8654024.000000007,USA_Max,7471.425002082118,64657891282.21876,USA,Max
2034,05_PRC,China,Reference,2730907.000000002,USA_Max,7471.425002082118,20403766838.161087,USA,Max
2034,03_CDA,Other Americas,Reference,101636.9999999999,USA_Max,7471.425002082118,759373222.9366195,USA,Max
2034,06_HKC,Northeast Asia,Reference,4774.0,USA_Max,7471.425002082118,35668582.95994003,USA,Max
2034,06_HKC,Northeast Asia,Carbon Neutral,30268.9999999999,USA_Max,7471.425002082118,226152563.3880229,USA,Max
2034,09_ROK,Northeast Asia,Reference,210744.9999999997,USA_Max,7471.425002082118,1574565462.063794,USA,Max
2034,09_ROK,Northeast Asia,Carbon Neutral,893943.9999999994,USA_Max,7471.425002082118,6679035552.061293,USA,Max
2034,08_JPN,Northeast Asia,Reference,123253.0,USA_Max,7471.425002082118,920875545.7816273,USA,Max
2034,10_MAS,Southeast Asia,Carbon Neutral,480113.9999999999,USA_Max,7471.425002082118,3587135743.449653,USA,Max
2034,07_INA,Southeast Asia,Reference,56531.0,USA_Max,7471.425002082118,422367126.7927042,USA,Max
2034,07_INA,Southeast Asia,Carbon Neutral,772338.0000000005,USA_Max,7471.425002082118,5770465443.258102,USA,Max
2034,08_JPN,Northeast Asia,Carbon Neutral,1784233.0000000005,USA_Max,7471.425002082118,13330763045.739988,USA,Max
2035,16_RUS,Russia,Carbon Neutral,1922321.0,USA_Max,7429.002779977707,14280928053.009525,USA,Max
2035,12_NZ,Oceania,Reference,23444.999999999898,USA_Max,7429.002779977707,174172970.17657658,USA,Max
2035,13_PNG,Oceania,Carbon Neutral,3931.9999999999,USA_Max,7429.002779977707,29210838.930871602,USA,Max
2035,13_PNG,Oceania,Reference,582.0,USA_Max,7429.002779977707,4323679.617947025,USA,Max
2035,14_PE,Other Americas,Carbon Neutral,118484.0,USA_Max,7429.002779977707,880217965.3828787,USA,Max
2035,14_PE,Other Americas,Reference,13482.9999999999,USA_Max,7429.002779977707,100165244.48243868,USA,Max
2035,15_RP,Southeast Asia,Carbon Neutral,49126.0,USA_Max,7429.002779977707,364957190.56918484,USA,Max
2035,15_RP,Southeast Asia,Reference,5233.0,USA_Max,7429.002779977707,38875971.547623344,USA,Max
2035,16_RUS,Russia,Reference,102012.9999999999,USA_Max,7429.002779977707,757854860.593865,USA,Max
2035,21_VN,Southeast Asia,Reference,36951.0,USA_Max,7429.002779977707,274509081.72295624,USA,Max
2035,17_SIN,Southeast Asia,Reference,13033.0,USA_Max,7429.002779977707,96822193.23144946,USA,Max
2035,18_CT,Northeast Asia,Carbon Neutral,313464.0000000002,USA_Max,7429.002779977707,2328724927.422933,USA,Max
2035,18_CT,Northeast Asia,Reference,56772.9999999999,USA_Max,7429.002779977707,421766774.8276736,USA,Max
2035,19_THA,Southeast Asia,Carbon Neutral,569138.0000000006,USA_Max,7429.002779977707,4228127784.1909566,USA,Max
2035,19_THA,Southeast Asia,Reference,69590.9999999999,USA_Max,7429.002779977707,516991732.46142787,USA,Max
2035,20_USA,USA,Carbon Neutral,5437572.000000003,USA_Max,7429.002779977707,40395737504.328964,USA,Max
2035,20_USA,USA,Reference,906381.9999999988,USA_Max,7429.002779977707,6733514397.7217455,USA,Max
2035,21_VN,Southeast Asia,Carbon Neutral,180007.99999999988,USA_Max,7429.002779977707,1337279932.4182262,USA,Max
2035,12_NZ,Oceania,Carbon Neutral,141662.9999999998,USA_Max,7429.002779977707,1052414820.8199804,USA,Max
2035,17_SIN,Southeast Asia,Carbon Neutral,25724.0,USA_Max,7429.002779977707,191103667.51214653,USA,Max
2035,11_MEX,Other Americas,Reference,135926.0,USA_Max,7429.002779977707,1009794631.8712498,USA,Max
2035,11_MEX,Other Americas,Carbon Neutral,1057183.0000000002,USA_Max,7429.002779977707,7853815445.945174,USA,Max
2035,10_MAS,Southeast Asia,Reference,85138.9999999999,USA_Max,7429.002779977707,632497867.6845212,USA,Max
2035,01_AUS,Oceania,Reference,53860.999999999905,USA_Max,7429.002779977707,400133518.7323786,USA,Max
2035,02_BD,Southeast Asia,Carbon Neutral,9427.0,USA_Max,7429.002779977707,70033209.20684984,USA,Max
2035,02_BD,Southeast Asia,Reference,2641.0,USA_Max,7429.002779977707,19619996.341921125,USA,Max
2035,03_CDA,Other Americas,Carbon Neutral,595946.0000000006,USA_Max,7429.002779977707,4427284490.716599,USA,Max
2035,03_CDA,Other Americas,Reference,97228.0,USA_Max,7429.002779977707,722307082.2916725,USA,Max
2035,04_CHL,Other Americas,Carbon Neutral,334684.0000000002,USA_Max,7429.002779977707,2486368366.41406,USA,Max
2035,04_CHL,Other Americas,Reference,51282.9999999999,USA_Max,7429.002779977707,380981549.565596,USA,Max
2035,05_PRC,China,Carbon Neutral,8809382.0,USA_Max,7429.002779977707,65444923367.885574,USA,Max
2035,05_PRC,China,Reference,2883718.9999999995,USA_Max,7429.002779977707,21423156467.67453,USA,Max
2035,01_AUS,Oceania,Carbon Neutral,460558.9999999995,USA_Max,7429.002779977707,3421494091.343749,USA,Max
2035,06_HKC,Northeast Asia,Reference,5462.9999999999,USA_Max,7429.002779977707,40584642.18701747,USA,Max
2035,07_INA,Southeast Asia,Carbon Neutral,771318.0,USA_Max,7429.002779977707,5730123566.246845,USA,Max
2035,07_INA,Southeast Asia,Reference,63470.0,USA_Max,7429.002779977707,471518806.44518507,USA,Max
2035,08_JPN,Northeast Asia,Carbon Neutral,1709158.9999999995,USA_Max,7429.002779977707,12697346962.423914,USA,Max
2035,08_JPN,Northeast Asia,Reference,110945.0,USA_Max,7429.002779977707,824210713.4246267,USA,Max
2035,09_ROK,Northeast Asia,Carbon Neutral,881804.0000000007,USA_Max,7429.002779977707,6550924367.395468,USA,Max
2035,09_ROK,Northeast Asia,Reference,197647.0000000003,USA_Max,7429.002779977707,1468320112.454256,USA,Max
2035,10_MAS,Southeast Asia,Carbon Neutral,510539.00000000006,USA_Max,7429.002779977707,3792795650.2870393,USA,Max
2035,06_HKC,Northeast Asia,Carbon Neutral,30574.0,USA_Max,7429.002779977707,227134330.99503842,USA,Max
2036,16_RUS,Russia,Carbon Neutral,1762616.9999999988,USA_Max,7386.580557873296,13019712463.176947,USA,Max
2036,15_RP,Southeast Asia,Reference,5607.0,USA_Max,7386.580557873296,41416557.18799557,USA,Max
2036,15_RP,Southeast Asia,Carbon Neutral,52377.0,USA_Max,7386.580557873296,386886929.8797296,USA,Max
2036,13_PNG,Oceania,Carbon Neutral,4097.0,USA_Max,7386.580557873296,30262820.545606893,USA,Max
2036,14_PE,Other Americas,Carbon Neutral,118519.9999999999,USA_Max,7386.580557873296,875457527.7191423,USA,Max
2036,13_PNG,Oceania,Reference,658.9999999999,USA_Max,7386.580557873296,4867756.5876377635,USA,Max
2036,16_RUS,Russia,Reference,115309.0,USA_Max,7386.580557873296,851739217.5478119,USA,Max
2036,14_PE,Other Americas,Reference,13478.0,USA_Max,7386.580557873296,99556332.75901629,USA,Max
2036,17_SIN,Southeast Asia,Carbon Neutral,23612.0,USA_Max,7386.580557873296,174411940.13250425,USA,Max
2036,19_THA,Southeast Asia,Carbon Neutral,551192.9999999997,USA_Max,7386.580557873296,4071431497.435853,USA,Max
2036,18_CT,Northeast Asia,Carbon Neutral,320825.99999999977,USA_Max,7386.580557873296,2369807094.0602565,USA,Max
2036,18_CT,Northeast Asia,Reference,54889.0,USA_Max,7386.580557873296,405442020.24110734,USA,Max
2036,19_THA,Southeast Asia,Reference,71497.0000000001,USA_Max,7386.580557873296,528118350.14626783,USA,Max
2036,20_USA,USA,Carbon Neutral,5560383.000000002,USA_Max,7386.580557873296,41072216962.1292,USA,Max
2036,20_USA,USA,Reference,854111.0000000014,USA_Max,7386.580557873296,6308959706.865729,USA,Max
2036,21_VN,Southeast Asia,Carbon Neutral,177966.0,USA_Max,7386.580557873296,1314560195.562479,USA,Max
2036,21_VN,Southeast Asia,Reference,39050.0,USA_Max,7386.580557873296,288445970.7849522,USA,Max
2036,12_NZ,Oceania,Reference,22648.0,USA_Max,7386.580557873296,167291276.4747144,USA,Max
2036,17_SIN,Southeast Asia,Reference,14537.0,USA_Max,7386.580557873296,107378721.5698041,USA,Max
2036,12_NZ,Oceania,Carbon Neutral,144783.00000000012,USA_Max,7386.580557873296,1069451292.9105703,USA,Max
