Year,Economy,Region,Scenario,Sales,Battery_cost_measure,Battery_cost,Total_cost,Battery_cost_Region,Battery_cost_Measure
2048,04_CHL,Other Americas,Reference,186578.00000000012,China_Max,3107.7119514427764,579830680.4762907,China,Max
2048,05_PRC,China,Carbon Neutral,3376360.0000000056,China_Max,3107.7119514427764,10492754324.37335,China,Max
2048,05_PRC,China,Reference,3869912.9999999967,China_Max,3107.7119514427764,12026574881.143759,China,Max
2048,03_CDA,Other Americas,Reference,458429.9999999999,China_Max,3107.7119514427764,1424668389.8999116,China,Max
2048,06_HKC,Northeast Asia,Reference,21292.999999999898,China_Max,3107.7119514427764,66172510.58207072,China,Max
2048,06_HKC,Northeast Asia,Carbon Neutral,11577.9999999999,China_Max,3107.7119514427764,35981088.97380415,China,Max
2048,09_ROK,Northeast Asia,Reference,635660.9999999998,China_Max,3107.7119514427764,1975451286.7660658,China,Max
2048,09_ROK,Northeast Asia,Carbon Neutral,297416.99999999936,China_Max,3107.7119514427764,924286365.4622542,China,Max
2048,08_JPN,Northeast Asia,Reference,1494386.9999999998,China_Max,3107.7119514427764,4644124339.980716,China,Max
2048,10_MAS,Southeast Asia,Carbon Neutral,877539.9999999998,China_Max,3107.7119514427764,2727141545.8690934,China,Max
2048,07_INA,Southeast Asia,Reference,1067780.0,China_Max,3107.7119514427764,3318352667.5115676,China,Max
2048,07_INA,Southeast Asia,Carbon Neutral,1724208.9999999984,China_Max,3107.7119514427764,5358344916.085193,China,Max
2048,08_JPN,Northeast Asia,Carbon Neutral,1052728.000000002,China_Max,3107.7119514427764,3271575387.2184577,China,Max
2048,11_MEX,Other Americas,Carbon Neutral,1038365.9999999999,China_Max,3107.7119514427764,3226942428.1718297,China,Max
2049,16_RUS,Russia,Carbon Neutral,1727411.999999994,China_Max,3088.4893157897022,5335093505.966903,China,Max
2049,12_NZ,Oceania,Reference,114403.9999999999,China_Max,3088.4893157897022,353335531.6836048,China,Max
2049,13_PNG,Oceania,Carbon Neutral,11440.0,China_Max,3088.4893157897022,35332317.77263419,China,Max
2049,13_PNG,Oceania,Reference,13565.0,China_Max,3088.4893157897022,41895357.56868731,China,Max
2049,14_PE,Other Americas,Carbon Neutral,140737.00000000012,China_Max,3088.4893157897022,434664720.83629566,China,Max
2049,14_PE,Other Americas,Reference,103388.0,China_Max,3088.4893157897022,319312733.38086575,China,Max
2049,15_RP,Southeast Asia,Carbon Neutral,114772.0000000001,China_Max,3088.4893157897022,354472095.75181603,China,Max
2049,15_RP,Southeast Asia,Reference,48597.0,China_Max,3088.4893157897022,150091315.27943215,China,Max
2049,21_VN,Southeast Asia,Reference,306478.9999999999,China_Max,3088.4893157897022,946557117.0139118,China,Max
2049,17_SIN,Southeast Asia,Reference,17444.9999999999,China_Max,3088.4893157897022,53878696.11395105,China,Max
2049,18_CT,Northeast Asia,Carbon Neutral,110388.99999999959,China_Max,3088.4893157897022,340935247.0807082,China,Max
2049,18_CT,Northeast Asia,Reference,220701.9999999997,China_Max,3088.4893157897022,681635768.973418,China,Max
2049,19_THA,Southeast Asia,Carbon Neutral,362054.00000000047,China_Max,3088.4893157897022,1118199910.7389262,China,Max
2049,19_THA,Southeast Asia,Reference,675039.9999999992,China_Max,3088.4893157897022,2084853827.730678,China,Max
2049,20_USA,USA,Carbon Neutral,1974832.0000000063,China_Max,3088.4893157897022,6099247532.479629,China,Max
2049,20_USA,USA,Reference,4178359.9999999977,China_Max,3088.4893157897022,12904820217.523052,China,Max
2049,21_VN,Southeast Asia,Carbon Neutral,220644.0,China_Max,3088.4893157897022,681456636.593103,China,Max
2049,12_NZ,Oceania,Carbon Neutral,61430.9999999997,China_Max,3088.4893157897022,189728987.1582763,China,Max
2049,17_SIN,Southeast Asia,Carbon Neutral,6774.0,China_Max,3088.4893157897022,20921426.625159442,China,Max
2049,11_MEX,Other Americas,Reference,1436479.0000000005,China_Max,3088.4893157897022,4436550043.856277,China,Max
2049,16_RUS,Russia,Reference,1770877.0000000005,China_Max,3088.4893157897022,5469334694.077722,China,Max
2049,10_MAS,Southeast Asia,Reference,719373.0,China_Max,3088.4893157897022,2221775824.5675855,China,Max
2049,01_AUS,Oceania,Carbon Neutral,379592.99999999977,China_Max,3088.4893157897022,1172368924.8485596,China,Max
2049,01_AUS,Oceania,Reference,569041.0000000003,China_Max,3088.4893157897022,1757477048.746289,China,Max
2049,02_BD,Southeast Asia,Carbon Neutral,5275.0,China_Max,3088.4893157897022,16291781.140790679,China,Max
2049,02_BD,Southeast Asia,Reference,8328.0,China_Max,3088.4893157897022,25720939.02189664,China,Max
2049,03_CDA,Other Americas,Carbon Neutral,272305.00000000105,China_Max,3088.4893157897022,841011083.136118,China,Max
2049,11_MEX,Other Americas,Carbon Neutral,1025618.999999999,China_Max,3088.4893157897022,3167613323.570915,China,Max
2049,04_CHL,Other Americas,Carbon Neutral,176531.9999999999,China_Max,3088.4893157897022,545217195.8949875,China,Max
2049,04_CHL,Other Americas,Reference,204155.9999999997,China_Max,3088.4893157897022,630533624.7543615,China,Max
2049,05_PRC,China,Carbon Neutral,3132664.000000005,China_Max,3088.4893157897022,9675199293.959047,China,Max
2049,03_CDA,Other Americas,Reference,484468.9999999998,China_Max,3088.4893157897022,1496277330.3313208,China,Max
2049,06_HKC,Northeast Asia,Carbon Neutral,10735.0,China_Max,3088.4893157897022,33154932.805002455,China,Max
2049,05_PRC,China,Reference,3825959.999999995,China_Max,3088.4893157897022,11816436582.638754,China,Max
2049,09_ROK,Northeast Asia,Reference,653990.0000000003,China_Max,3088.4893157897022,2019841127.6333084,China,Max
2049,09_ROK,Northeast Asia,Carbon Neutral,274954.9999999985,China_Max,3088.4893157897022,849195579.8229529,China,Max
2049,08_JPN,Northeast Asia,Reference,1611836.0000000005,China_Max,3088.4893157897022,4978138264.805212,China,Max
2049,10_MAS,Southeast Asia,Carbon Neutral,907178.9999999992,China_Max,3088.4893157897022,2801812649.008784,China,Max
2049,07_INA,Southeast Asia,Reference,1255510.0,China_Max,3088.4893157897022,3877629220.867129,China,Max
2049,07_INA,Southeast Asia,Carbon Neutral,1807400.0000000007,China_Max,3088.4893157897022,5582135589.35831,China,Max
2049,06_HKC,Northeast Asia,Reference,22289.0,China_Max,3088.4893157897022,68839338.35963668,China,Max
2049,08_JPN,Northeast Asia,Carbon Neutral,1033881.9999999984,China_Max,3088.4893157897022,3193133510.787284,China,Max
2050,12_NZ,Oceania,Carbon Neutral,59220.9999999999,China_Max,3069.319200999068,181768152.4023655,China,Max
2050,12_NZ,Oceania,Reference,119743.9999999998,China_Max,3069.319200999068,367532558.40443176,China,Max
2050,13_PNG,Oceania,Carbon Neutral,10547.0,China_Max,3069.319200999068,32372109.61293717,China,Max
2050,13_PNG,Oceania,Reference,14322.0,China_Max,3069.319200999068,43958789.596708655,China,Max
2050,14_PE,Other Americas,Carbon Neutral,148054.00000000012,China_Max,3069.319200999068,454424984.98471636,China,Max
2050,14_PE,Other Americas,Reference,120600.9999999999,China_Max,3069.319200999068,370162964.9596883,China,Max
2050,15_RP,Southeast Asia,Carbon Neutral,120094.9999999998,China_Max,3069.319200999068,368609889.4439824,China,Max
2050,15_RP,Southeast Asia,Reference,52846.0,China_Max,3069.319200999068,162201242.49599674,China,Max
2050,20_USA,USA,Reference,4369412.000000004,China_Max,3069.319200999068,13411120148.67575,China,Max
2050,16_RUS,Russia,Reference,2138690.0000000005,China_Max,3069.319200999068,6564322281.984698,China,Max
2050,17_SIN,Southeast Asia,Carbon Neutral,6143.9999999999,China_Max,3069.319200999068,18857897.170937967,China,Max
2050,17_SIN,Southeast Asia,Reference,18046.999999999898,China_Max,3069.319200999068,55392003.620429866,China,Max
2050,18_CT,Northeast Asia,Carbon Neutral,102522.00000000041,China_Max,3069.319200999068,314672743.1248277,China,Max
2050,18_CT,Northeast Asia,Reference,224946.0000000001,China_Max,3069.319200999068,690431076.9879366,China,Max
2050,19_THA,Southeast Asia,Carbon Neutral,368285.0000000002,China_Max,3069.319200999068,1130384221.9399424,China,Max
2050,19_THA,Southeast Asia,Reference,763127.0000000008,China_Max,3069.319200999068,2342280353.9008183,China,Max
2050,20_USA,USA,Carbon Neutral,1856443.999999996,China_Max,3069.319200999068,5698019214.779502,China,Max
2050,11_MEX,Other Americas,Reference,1555275.9999999993,China_Max,3069.319200999068,4773638489.653025,China,Max
2050,16_RUS,Russia,Carbon Neutral,1980414.0000000033,China_Max,3069.319200999068,6078522716.127378,China,Max
2050,11_MEX,Other Americas,Carbon Neutral,1012453.0000000007,China_Max,3069.319200999068,3107541433.0091114,China,Max
2050,06_HKC,Northeast Asia,Carbon Neutral,9968.9999999998,China_Max,3069.319200999068,30598043.114759095,China,Max
2050,10_MAS,Southeast Asia,Carbon Neutral,875599.0000000012,China_Max,3069.319200999068,2687492823.0755863,China,Max
2050,21_VN,Southeast Asia,Carbon Neutral,224929.0000000003,China_Max,3069.319200999068,690378898.5615202,China,Max
2050,01_AUS,Oceania,Carbon Neutral,376265.9999999993,China_Max,3069.319200999068,1154880458.4831133,China,Max
2050,01_AUS,Oceania,Reference,619416.9999999994,China_Max,3069.319200999068,1901188491.525238,China,Max
2050,02_BD,Southeast Asia,Carbon Neutral,5304.0,China_Max,3069.319200999068,16279669.042099057,China,Max
2050,02_BD,Southeast Asia,Reference,8330.9999999999,China_Max,3069.319200999068,25570498.263522927,China,Max
2050,03_CDA,Other Americas,Carbon Neutral,257030.00000000032,China_Max,3069.319200999068,788907114.2327914,China,Max
2050,03_CDA,Other Americas,Reference,506047.9999999998,China_Max,3069.319200999068,1553222843.027176,China,Max
2050,04_CHL,Other Americas,Carbon Neutral,170161.0000000002,China_Max,3069.319200999068,522278424.56120306,China,Max
2050,10_MAS,Southeast Asia,Reference,746476.9999999997,China_Max,3069.319200999068,2291176189.2041802,China,Max
2050,04_CHL,Other Americas,Reference,222787.0000000003,China_Max,3069.319200999068,683804416.8329803,China,Max
2050,05_PRC,China,Reference,3763616.9999999967,China_Max,3069.319200999068,11551741923.3065,China,Max
2050,06_HKC,Northeast Asia,Reference,23066.0,China_Max,3069.319200999068,70796916.6902445,China,Max
2050,07_INA,Southeast Asia,Carbon Neutral,1888420.0,China_Max,3069.319200999068,5796163765.55066,China,Max
2050,07_INA,Southeast Asia,Reference,1460067.9999999998,China_Max,3069.319200999068,4481414747.164307,China,Max
2050,08_JPN,Northeast Asia,Carbon Neutral,1016899.9999999997,China_Max,3069.319200999068,3121190695.495951,China,Max
2050,08_JPN,Northeast Asia,Reference,1713982.0000000014,China_Max,3069.319200999068,5260757862.7667885,China,Max
2050,09_ROK,Northeast Asia,Carbon Neutral,254505.0000000017,China_Max,3069.319200999068,781157083.250273,China,Max
2050,09_ROK,Northeast Asia,Reference,667275.0000000001,China_Max,3069.319200999068,2048079969.8466535,China,Max
2050,05_PRC,China,Carbon Neutral,2910850.99999998,China_Max,3069.319200999068,8934330865.547277,China,Max
2050,21_VN,Southeast Asia,Reference,334721.0,China_Max,3069.319200999068,1027365592.277609,China,Max
2018,01_AUS,Oceania,Carbon Neutral,20361.0,China_Min,4987.643701623485,101553413.40875578,China,Min
2018,12_NZ,Oceania,Reference,10797.9999999999,China_Min,4987.643701623485,53856576.69012989,China,Min
2018,13_PNG,Oceania,Carbon Neutral,0.0,China_Min,4987.643701623485,0.0,China,Min
2018,13_PNG,Oceania,Reference,0.0,China_Min,4987.643701623485,0.0,China,Min
2018,14_PE,Other Americas,Carbon Neutral,2519.0,China_Min,4987.643701623485,12563874.484389558,China,Min
2018,14_PE,Other Americas,Reference,2519.0,China_Min,4987.643701623485,12563874.484389558,China,Min
2018,15_RP,Southeast Asia,Carbon Neutral,990.0,China_Min,4987.643701623485,4937767.26460725,China,Min
2018,15_RP,Southeast Asia,Reference,990.0,China_Min,4987.643701623485,4937767.26460725,China,Min
2018,16_RUS,Russia,Carbon Neutral,6159.9999999999,China_Min,4987.643701623485,30723885.202000167,China,Min
2018,12_NZ,Oceania,Carbon Neutral,10797.9999999999,China_Min,4987.643701623485,53856576.69012989,China,Min
2018,17_SIN,Southeast Asia,Carbon Neutral,3133.0,China_Min,4987.643701623485,15626287.717186378,China,Min
2018,18_CT,Northeast Asia,Carbon Neutral,11216.0,China_Min,4987.643701623485,55941411.75740901,China,Min
2018,18_CT,Northeast Asia,Reference,11216.0,China_Min,4987.643701623485,55941411.75740901,China,Min
2018,19_THA,Southeast Asia,Carbon Neutral,28315.0,China_Min,4987.643701623485,141225131.41146898,China,Min
2018,19_THA,Southeast Asia,Reference,28315.0,China_Min,4987.643701623485,141225131.41146898,China,Min
2018,20_USA,USA,Carbon Neutral,292746.0,China_Min,4987.643701623485,1460112743.0754688,China,Min
2018,20_USA,USA,Reference,296369.9999999999,China_Min,4987.643701623485,1478187963.8501515,China,Min
2018,21_VN,Southeast Asia,Carbon Neutral,1338.0,China_Min,4987.643701623485,6673467.272772223,China,Min
2018,21_VN,Southeast Asia,Reference,1338.0,China_Min,4987.643701623485,6673467.272772223,China,Min
2018,17_SIN,Southeast Asia,Reference,3133.0,China_Min,4987.643701623485,15626287.717186378,China,Min
2018,11_MEX,Other Americas,Reference,22972.0,China_Min,4987.643701623485,114576151.1136947,China,Min
2018,16_RUS,Russia,Reference,6159.9999999999,China_Min,4987.643701623485,30723885.202000167,China,Min
2018,10_MAS,Southeast Asia,Reference,1634.0,China_Min,4987.643701623485,8149809.808452775,China,Min
2018,11_MEX,Other Americas,Carbon Neutral,22972.0,China_Min,4987.643701623485,114576151.1136947,China,Min
2018,01_AUS,Oceania,Reference,20361.0,China_Min,4987.643701623485,101553413.40875578,China,Min
2018,02_BD,Southeast Asia,Carbon Neutral,101.0,China_Min,4987.643701623485,503752.013863972,China,Min
2018,02_BD,Southeast Asia,Reference,101.0,China_Min,4987.643701623485,503752.013863972,China,Min
2018,03_CDA,Other Americas,Carbon Neutral,33891.0,China_Min,4987.643701623485,169036232.69172153,China,Min
2018,03_CDA,Other Americas,Reference,33891.0,China_Min,4987.643701623485,169036232.69172153,China,Min
2018,04_CHL,Other Americas,Reference,3536.0,China_Min,4987.643701623485,17636308.128940642,China,Min
2018,05_PRC,China,Carbon Neutral,6539145.0,China_Min,4987.643701623485,32614925373.252705,China,Min
2018,05_PRC,China,Reference,6539145.0,China_Min,4987.643701623485,32614925373.252705,China,Min
2018,04_CHL,Other Americas,Carbon Neutral,294.0,China_Min,4987.643701623485,1466367.2482773047,China,Min
2018,09_ROK,Northeast Asia,Reference,44942.0,China_Min,4987.643701623485,224154683.23836267,China,Min
2018,06_HKC,Northeast Asia,Reference,611.9999999999,China_Min,4987.643701623485,3052437.945393074,China,Min
2018,07_INA,Southeast Asia,Carbon Neutral,14012.0,China_Min,4987.643701623485,69886863.54714827,China,Min
2018,07_INA,Southeast Asia,Reference,14012.0,China_Min,4987.643701623485,69886863.54714827,China,Min
2018,08_JPN,Northeast Asia,Carbon Neutral,85545.0,China_Min,4987.643701623485,426667980.45538104,China,Min
2018,08_JPN,Northeast Asia,Reference,296267.0,China_Min,4987.643701623485,1477674236.548885,China,Min
2018,09_ROK,Northeast Asia,Carbon Neutral,48911.0,China_Min,4987.643701623485,243950641.09010628,China,Min
2018,06_HKC,Northeast Asia,Carbon Neutral,11.000000000000593,China_Min,4987.643701623485,54864.080717861296,China,Min
2018,10_MAS,Southeast Asia,Carbon Neutral,1634.0,China_Min,4987.643701623485,8149809.808452775,China,Min
2019,15_RP,Southeast Asia,Reference,990.0,China_Min,4987.643701623485,4937767.26460725,China,Min
2019,15_RP,Southeast Asia,Carbon Neutral,990.0,China_Min,4987.643701623485,4937767.26460725,China,Min
2019,14_PE,Other Americas,Reference,2519.0,China_Min,4987.643701623485,12563874.484389558,China,Min
2019,12_NZ,Oceania,Reference,10797.9999999999,China_Min,4987.643701623485,53856576.69012989,China,Min
2019,13_PNG,Oceania,Reference,0.0,China_Min,4987.643701623485,0.0,China,Min
2019,13_PNG,Oceania,Carbon Neutral,0.0,China_Min,4987.643701623485,0.0,China,Min
2019,16_RUS,Russia,Carbon Neutral,6159.9999999999,China_Min,4987.643701623485,30723885.202000167,China,Min
2019,14_PE,Other Americas,Carbon Neutral,2519.0,China_Min,4987.643701623485,12563874.484389558,China,Min
2019,16_RUS,Russia,Reference,6159.9999999999,China_Min,4987.643701623485,30723885.202000167,China,Min
2019,21_VN,Southeast Asia,Reference,1338.0,China_Min,4987.643701623485,6673467.272772223,China,Min
2019,17_SIN,Southeast Asia,Reference,3133.0,China_Min,4987.643701623485,15626287.717186378,China,Min
2019,18_CT,Northeast Asia,Carbon Neutral,11216.0,China_Min,4987.643701623485,55941411.75740901,China,Min
2019,18_CT,Northeast Asia,Reference,11216.0,China_Min,4987.643701623485,55941411.75740901,China,Min
2019,19_THA,Southeast Asia,Carbon Neutral,28315.0,China_Min,4987.643701623485,141225131.41146898,China,Min
2019,19_THA,Southeast Asia,Reference,28315.0,China_Min,4987.643701623485,141225131.41146898,China,Min
2019,20_USA,USA,Carbon Neutral,292746.0,China_Min,4987.643701623485,1460112743.0754688,China,Min
2019,20_USA,USA,Reference,296369.9999999999,China_Min,4987.643701623485,1478187963.8501515,China,Min
2019,21_VN,Southeast Asia,Carbon Neutral,1338.0,China_Min,4987.643701623485,6673467.272772223,China,Min
2019,12_NZ,Oceania,Carbon Neutral,10797.9999999999,China_Min,4987.643701623485,53856576.69012989,China,Min
2019,17_SIN,Southeast Asia,Carbon Neutral,3133.0,China_Min,4987.643701623485,15626287.717186378,China,Min
2019,11_MEX,Other Americas,Reference,22972.0,China_Min,4987.643701623485,114576151.1136947,China,Min
2019,06_HKC,Northeast Asia,Carbon Neutral,11.000000000000593,China_Min,4987.643701623485,54864.080717861296,China,Min
2019,10_MAS,Southeast Asia,Reference,1634.0,China_Min,4987.643701623485,8149809.808452775,China,Min
2019,11_MEX,Other Americas,Carbon Neutral,22972.0,China_Min,4987.643701623485,114576151.1136947,China,Min
2019,01_AUS,Oceania,Carbon Neutral,20361.0,China_Min,4987.643701623485,101553413.40875578,China,Min
2019,01_AUS,Oceania,Reference,20361.0,China_Min,4987.643701623485,101553413.40875578,China,Min
2019,02_BD,Southeast Asia,Carbon Neutral,101.0,China_Min,4987.643701623485,503752.013863972,China,Min
2019,02_BD,Southeast Asia,Reference,101.0,China_Min,4987.643701623485,503752.013863972,China,Min
2019,03_CDA,Other Americas,Carbon Neutral,33891.0,China_Min,4987.643701623485,169036232.69172153,China,Min
2019,04_CHL,Other Americas,Carbon Neutral,294.0,China_Min,4987.643701623485,1466367.2482773047,China,Min
2019,04_CHL,Other Americas,Reference,3536.0,China_Min,4987.643701623485,17636308.128940642,China,Min
2019,05_PRC,China,Carbon Neutral,6539145.0,China_Min,4987.643701623485,32614925373.252705,China,Min
2019,03_CDA,Other Americas,Reference,33891.0,China_Min,4987.643701623485,169036232.69172153,China,Min
2019,09_ROK,Northeast Asia,Reference,44942.0,China_Min,4987.643701623485,224154683.23836267,China,Min
2019,06_HKC,Northeast Asia,Reference,611.9999999999,China_Min,4987.643701623485,3052437.945393074,China,Min
2019,07_INA,Southeast Asia,Carbon Neutral,14012.0,China_Min,4987.643701623485,69886863.54714827,China,Min
2019,07_INA,Southeast Asia,Reference,14012.0,China_Min,4987.643701623485,69886863.54714827,China,Min
2019,08_JPN,Northeast Asia,Carbon Neutral,85545.0,China_Min,4987.643701623485,426667980.45538104,China,Min
2019,08_JPN,Northeast Asia,Reference,296267.0,China_Min,4987.643701623485,1477674236.548885,China,Min
2019,09_ROK,Northeast Asia,Carbon Neutral,48911.0,China_Min,4987.643701623485,243950641.09010628,China,Min
2019,05_PRC,China,Reference,6539145.0,China_Min,4987.643701623485,32614925373.252705,China,Min
2019,10_MAS,Southeast Asia,Carbon Neutral,1634.0,China_Min,4987.643701623485,8149809.808452775,China,Min
2020,15_RP,Southeast Asia,Reference,861.9999999999,China_Min,4987.643701623485,4299348.870798945,China,Min
2020,15_RP,Southeast Asia,Carbon Neutral,861.9999999999,China_Min,4987.643701623485,4299348.870798945,China,Min
2020,14_PE,Other Americas,Reference,2000.0,China_Min,4987.643701623485,9975287.403246969,China,Min
2020,12_NZ,Oceania,Reference,9547.0,China_Min,4987.643701623485,47617034.41939941,China,Min
2020,13_PNG,Oceania,Reference,0.0,China_Min,4987.643701623485,0.0,China,Min
2020,13_PNG,Oceania,Carbon Neutral,0.0,China_Min,4987.643701623485,0.0,China,Min
2020,16_RUS,Russia,Carbon Neutral,5150.0,China_Min,4987.643701623485,25686365.063360948,China,Min
2020,14_PE,Other Americas,Carbon Neutral,2000.0,China_Min,4987.643701623485,9975287.403246969,China,Min
2020,16_RUS,Russia,Reference,5150.0,China_Min,4987.643701623485,25686365.063360948,China,Min
2020,21_VN,Southeast Asia,Reference,746.0,China_Min,4987.643701623485,3720782.2014111197,China,Min
2020,17_SIN,Southeast Asia,Reference,3173.0,China_Min,4987.643701623485,15825793.465251317,China,Min
2020,18_CT,Northeast Asia,Carbon Neutral,9499.0,China_Min,4987.643701623485,47377627.52172148,China,Min
2020,18_CT,Northeast Asia,Reference,9499.0,China_Min,4987.643701623485,47377627.52172148,China,Min
2020,19_THA,Southeast Asia,Carbon Neutral,18262.0,China_Min,4987.643701623485,91084349.27904809,China,Min
2020,19_THA,Southeast Asia,Reference,18262.0,China_Min,4987.643701623485,91084349.27904809,China,Min
2020,20_USA,USA,Carbon Neutral,252152.0,China_Min,4987.643701623485,1257644334.6517649,China,Min
2020,20_USA,USA,Reference,258131.99999999997,China_Min,4987.643701623485,1287470443.9874732,China,Min
2020,21_VN,Southeast Asia,Carbon Neutral,746.0,China_Min,4987.643701623485,3720782.2014111197,China,Min
2020,12_NZ,Oceania,Carbon Neutral,9547.0,China_Min,4987.643701623485,47617034.41939941,China,Min
2020,17_SIN,Southeast Asia,Carbon Neutral,3173.0,China_Min,4987.643701623485,15825793.465251317,China,Min
2020,11_MEX,Other Americas,Reference,20706.0,China_Min,4987.643701623485,103274150.48581588,China,Min
2020,06_HKC,Northeast Asia,Carbon Neutral,77.99999999999994,China_Min,4987.643701623485,389036.20872663154,China,Min
2020,10_MAS,Southeast Asia,Reference,1609.0,China_Min,4987.643701623485,8025118.7159121875,China,Min
2020,01_AUS,Oceania,Reference,18660.0,China_Min,4987.643701623485,93069431.47229423,China,Min
2020,02_BD,Southeast Asia,Carbon Neutral,94.99999999999997,China_Min,4987.643701623485,473826.15165423095,China,Min
2020,02_BD,Southeast Asia,Reference,94.99999999999997,China_Min,4987.643701623485,473826.15165423095,China,Min
2020,03_CDA,Other Americas,Carbon Neutral,33088.0,China_Min,4987.643701623485,165031154.79931787,China,Min
2020,03_CDA,Other Americas,Reference,33088.0,China_Min,4987.643701623485,165031154.79931787,China,Min
2020,04_CHL,Other Americas,Carbon Neutral,316.0,China_Min,4987.643701623485,1576095.4097130212,China,Min
2020,04_CHL,Other Americas,Reference,3510.0,China_Min,4987.643701623485,17506629.392698433,China,Min
2020,05_PRC,China,Carbon Neutral,70176.0,China_Min,4987.643701623485,350012884.4051297,China,Min
2020,05_PRC,China,Reference,70176.0,China_Min,4987.643701623485,350012884.4051297,China,Min
2020,01_AUS,Oceania,Carbon Neutral,18660.0,China_Min,4987.643701623485,93069431.47229423,China,Min
2020,06_HKC,Northeast Asia,Reference,693.0,China_Min,4987.643701623485,3456437.085225075,China,Min
2020,10_MAS,Southeast Asia,Carbon Neutral,1609.0,China_Min,4987.643701623485,8025118.7159121875,China,Min
2020,09_ROK,Northeast Asia,Reference,37559.0,China_Min,4987.643701623485,187330909.78927648,China,Min
2020,09_ROK,Northeast Asia,Carbon Neutral,42474.0,China_Min,4987.643701623485,211845178.5827559,China,Min
2020,11_MEX,Other Americas,Carbon Neutral,20706.0,China_Min,4987.643701623485,103274150.48581588,China,Min
2020,08_JPN,Northeast Asia,Carbon Neutral,87568.0,China_Min,4987.643701623485,436757983.6637653,China,Min
2020,07_INA,Southeast Asia,Reference,8199.9999999999,China_Min,4987.643701623485,40898678.353312075,China,Min
2020,07_INA,Southeast Asia,Carbon Neutral,8199.9999999999,China_Min,4987.643701623485,40898678.353312075,China,Min
2020,08_JPN,Northeast Asia,Reference,270889.0,China_Min,4987.643701623485,1351097814.6890843,China,Min
2021,12_NZ,Oceania,Reference,9282.0,China_Min,4776.2236512672325,44332907.93106245,China,Min
2021,13_PNG,Oceania,Carbon Neutral,0.0,China_Min,4776.2236512672325,0.0,China,Min
2021,13_PNG,Oceania,Reference,0.0,China_Min,4776.2236512672325,0.0,China,Min
2021,14_PE,Other Americas,Carbon Neutral,2019.9999999999,China_Min,4776.2236512672325,9647971.775559332,China,Min
2021,14_PE,Other Americas,Reference,2114.9999999999,China_Min,4776.2236512672325,10101713.02242972,China,Min
2021,15_RP,Southeast Asia,Carbon Neutral,913.9999999999001,China_Min,4776.2236512672325,4365468.417257774,China,Min
2021,15_RP,Southeast Asia,Reference,913.9999999999001,China_Min,4776.2236512672325,4365468.417257774,China,Min
2021,16_RUS,Russia,Carbon Neutral,5933.0,China_Min,4776.2236512672325,28337334.922968492,China,Min
2021,16_RUS,Russia,Reference,5933.0,China_Min,4776.2236512672325,28337334.922968492,China,Min
2021,17_SIN,Southeast Asia,Reference,3316.0,China_Min,4776.2236512672325,15837957.627602143,China,Min
2021,18_CT,Northeast Asia,Carbon Neutral,9675.9999999999,China_Min,4776.2236512672325,46214740.049661264,China,Min
2021,21_VN,Southeast Asia,Reference,886.9999999999001,China_Min,4776.2236512672325,4236510.378673558,China,Min
2021,19_THA,Southeast Asia,Carbon Neutral,18357.0,China_Min,4776.2236512672325,87677137.56631258,China,Min
2021,19_THA,Southeast Asia,Reference,18357.0,China_Min,4776.2236512672325,87677137.56631258,China,Min
2021,20_USA,USA,Carbon Neutral,246948.9999999998,China_Min,4776.2236512672325,1179483654.456791,China,Min
2021,20_USA,USA,Reference,256070.99999999988,China_Min,4776.2236512672325,1223052366.603651,China,Min
2021,21_VN,Southeast Asia,Carbon Neutral,886.9999999999001,China_Min,4776.2236512672325,4236510.378673558,China,Min
2021,12_NZ,Oceania,Carbon Neutral,9282.0,China_Min,4776.2236512672325,44332907.93106245,China,Min
2021,17_SIN,Southeast Asia,Carbon Neutral,3316.0,China_Min,4776.2236512672325,15837957.627602143,China,Min
2021,18_CT,Northeast Asia,Reference,9675.9999999999,China_Min,4776.2236512672325,46214740.049661264,China,Min
2021,11_MEX,Other Americas,Reference,22073.0,China_Min,4776.2236512672325,105425584.65442163,China,Min
2021,10_MAS,Southeast Asia,Reference,1934.9999999999,China_Min,4776.2236512672325,9241992.765201617,China,Min
2021,11_MEX,Other Americas,Carbon Neutral,22073.0,China_Min,4776.2236512672325,105425584.65442163,China,Min
2021,01_AUS,Oceania,Carbon Neutral,19059.0,China_Min,4776.2236512672325,91030046.56950219,China,Min
2021,01_AUS,Oceania,Reference,19059.0,China_Min,4776.2236512672325,91030046.56950219,China,Min
2021,02_BD,Southeast Asia,Carbon Neutral,108.0,China_Min,4776.2236512672325,515832.1543368611,China,Min
2021,02_BD,Southeast Asia,Reference,108.0,China_Min,4776.2236512672325,515832.1543368611,China,Min
2021,03_CDA,Other Americas,Carbon Neutral,32493.999999999898,China_Min,4776.2236512672325,155198611.32427695,China,Min
2021,04_CHL,Other Americas,Carbon Neutral,367.0,China_Min,4776.2236512672325,1752874.0800150742,China,Min
2021,04_CHL,Other Americas,Reference,3731.9999999999,China_Min,4776.2236512672325,17824866.666528832,China,Min
2021,05_PRC,China,Carbon Neutral,215211.0,China_Min,4776.2236512672325,1027895868.2128724,China,Min
2021,03_CDA,Other Americas,Reference,32493.999999999898,China_Min,4776.2236512672325,155198611.32427695,China,Min
